没戏	没辙	0
只管	尽管	0.945034921169281
GDP	生产力	0.9496660232543945
包袱	段子	0.5337834358215332
由此	通过	0.9490415453910828
日期	时间	0.9017938375473022
爱面子	好高骛远	0
严厉	严谨	0.8400869965553284
一方面	一边	0.47292742133140564
托福	GRE	0
亏	幸亏	0.25848427414894104
蹩脚	差强人意	0
容易	顺利	-0.006730756722390652
悲喜	大悲大喜	0
老气	土气	0
狭隘	狭窄	0.5356297492980957
抄袭	克隆	0.5890804529190063
害臊	腼腆	0
幻境	红楼梦	0
依稀	清晰	0.7983260750770569
权限	权力	0.8047690391540527
伟大	壮烈	0.9868974089622498
娇艳	幽美	0
理解	理会	-0.5712510943412781
酣睡	打鼾	0
自然	环境	0.7388924360275269
振兴	建设	0.9537032842636108
节日	假日	0.6082525849342346
的哥	司机	0
几乎	差点儿	0
江湖	红尘	0.6372877955436707
路子	后门	-0.03575563058257103
牛脾气	我行我素	0
物品	物质	0.9710255265235901
塞车	拥挤	0.10201258957386017
面	首	0.9671464562416077
冷僻	晦涩	0
免费	便宜	0.46015626192092896
发票	账单	0.5012599229812622
回收站	垃圾篓	0
典型	代表	0.8732341527938843
必须	必需	0.08607390522956848
出神	发楞	0
琢磨	镂刻	0
身姿	身手	-0.20704789459705353
质量	重量	0.8885002136230469
事变	后院起火	0
大小	多少	0.18182308971881866
信物	证件	0
牺牲	粉身碎骨	0.3128564953804016
豆蔻年华	黄金时代	0
血液	红细胞	0.25435709953308105
硅谷	中关村	0.5039265751838684
天赋	技能	0.6051259636878967
酷	爽	-0.38771069049835205
旅客	驴友	0
隆重	重要	0.5824790596961975
候选人	备胎	0
平凡	平庸	0.6477133631706238
了不得	好	0.5716521739959717
鸣谢	酬答	0
线路	行程	0.7987992167472839
多角度	多元化	0
要面子	虚荣心	-0.18889863789081573
许可证	执照	0.22567427158355713
是非	方圆	0.18499010801315308
崛起	凸起	0
工作日	开放日	0
大	高	0.9798862338066101
吸引力	地磁力	0
右翼	左派	0
和谐	平安	0.7852683067321777
商标	符号	0.5615947842597961
违纪	贪污	0.0324498787522316
环境	生态	0.9792714715003967
实践	进行	0.3018857538700104
买卖	营销	0.13468202948570251
合理	合理性	0.8227490186691284
辛勤	夜以继日	-0.5775634050369263
手续	过程	0.48020118474960327
渣	废品	0.497072696685791
高峰	山巅	0
收费	缴纳	0.9181533455848694
享受	大快朵颐	0
怯懦	胆小鬼	0
杂事	闲事	-0.430827260017395
言语	语言	-0.003647811710834503
借口	理由	0.9664366245269775
与	以及	0.8757962584495544
怯弱	狗熊	0
惠顾	照顾	0
迷人	气质	0.845016598701477
果粉	米粉	0
榜样	样子	0.5345597267150879
愚钝	大智若愚	0
打假	扫黄	0.7097989320755005
均衡	全面	0.9015017151832581
制约	收敛	-0.8004813194274902
经营者	纳税人	0.9527016282081604
瘦弱	苗条	0.9436464905738831
前途	道路	0.8237132430076599
遛弯	走路	0
爱心	慈善	0.6337942481040955
光盘	硬盘	0.25322046875953674
一体化	集成化	0
销魂	陶醉	0
光荣	流芳百世	-0.28812921047210693
观后感	影评	0
恼怒	愤慨	0.5456053018569946
帮助	赞助	0.3904261887073517
拥戴	崇拜	0.5873653292655945
扯淡	闲聊	0
旅程	旅行	0.7404814958572388
男孩	小伙子	0.9489251375198364
见解	意见	0.7122823596000671
穷苦	贫穷	0.9191277027130127
生命	性命	0.9328616261482239
滚蛋	滚开	0
维他命	维生素	0.6636282205581665
多元化	年轻化	-0.16664980351924896
宝贵	金子	0.9452412724494934
结构	系统	0.7587521076202393
玩偶	工具	0
丧失	失独	0
肚量	肚子	-0.8286924958229065
娇气	公主	0.1665516197681427
寒暑假	黄金周	0
笑料	活宝	-0.29126372933387756
百货	商场	-0.4489244520664215
信息化	智能化	0
茶道	茶叶	0.4623199999332428
罪孽	犯人	0
感冒药	退烧药	0
难点	问题	0.7376176118850708
同事	朋友	0.8638595938682556
名字	姓氏	0.6542577147483826
网站	网页	0.14337755739688873
名誉	名气	0.41094735264778137
七情六欲	欲望	-0.4026225507259369
审理	问讯	0
工具	器具	0.41710367798805237
意思	意义	0.7066823244094849
优惠	降价	0.3540975749492645
伴随	陪伴	0.6781344413757324
尘垢	污秽	0.26791444420814514
猫腻	阴谋诡计	0
吃醋	争风吃醋	0
软着陆	经济	0.6355282068252563
生产力	创新	0.9891815185546875
上市	盈利	0.813739538192749
泼妇	女强人	0
载体	书本	0.17124775052070618
地址	小区	0.4203735589981079
价钱	票房	0.21375764906406403
表彰	进步	0.7338537573814392
理论	结论	0.4768974483013153
烦闷	失眠	0
亲人	敌人	0.7406507730484009
跳槽	移动	0.4805501103401184
饮酒	喝茶	0.529440701007843
财运	桃花运	0
女权	女性	0
一般	差	0.4937506318092346
赌局	扑克牌	0
宋	明	0.4387344717979431
雾霾	阴天	0
程序	指令	0.6406763195991516
关键字	关键	0
松驰	疲软	0
平等	平均	0.9078313112258911
经营	张罗	-0.6027393341064453
客套	礼貌	0
利用	使用	0.8236755132675171
审查	自纠自查	0
炖	焖	-0.6629881262779236
喜欢	崇敬	0.44455504417419434
暗号	密码	0
规律	原理	0.3774833679199219
轻率	鲁莽	-0.08671947568655014
手法	方法	0.869650661945343
准则	规则	0.8213617205619812
迂腐	墨守成规	0
闯祸	惹是生非	-0.8905613422393799
清晰	一清二楚	0.5000124573707581
姐妹	闺蜜	0
扎实	脚踏实地	-0.15818271040916443
事物	东西	0.7261053323745728
睡	寐	0.48965033888816833
忌妒	妒嫉	0.9384356737136841
俱乐部	富人	0.524474561214447
味道	鼻子	0.29867061972618103
绩点	老师	0
关心	放任	0.18526220321655273
空间	世界	0.8215754628181458
僻静	冷静	-0.36990195512771606
字符	程序	0
裁判	足球	0.9293795228004456
股票	银行	0.9119879603385925
红颜	面容	0.2093816101551056
著名	著作	0.7389467358589172
可能性	可靠性	0.5127264261245728
占有	争取	0.25516477227211
合肥	巴黎	0.8928945660591125
热线	焦点	0.4950397312641144
影响力	破坏力	0
温度	湿度	-0.031081385910511017
痛苦	忍辱负重	0
偶遇	艳遇	0
公众	媒体	0.7138519287109375
姑娘	青春	0.803983211517334
多媒体	设备	0.8723509907722473
韩	日	0.9863059520721436
钱	利	-0.14945194125175476
细心	三心二意	0
博物馆	剧院	0.28426024317741394
诵读	歌唱	0.08617106080055237
阳光	雨露	0.17521518468856812
竞争	考试	0.9499421715736389
消灭	灭菌	-0.18741753697395325
饭局	交际	0.21618936955928802
媚俗	高雅	-0.609968364238739
密码	账号	-0.6516116857528687
夫人	孩子	0.2615037262439728
简化	优化	0.011862851679325104
侵害	性侵	0
故事	剧情	0.9703272581100464
调整	整合	0.4703656733036041
亲密	缠绵	-0.5349968671798706
创新	发明	0.9340384006500244
带头	敢为人先	0
公约	规章	0.556037187576294
高大上	超凡脱俗	0
解闷	排遣	0
放肆	大胆	0
合同	协议	0.9854182004928589
私语	嘀咕	0.3941080868244171
大概	差不多	0.9345917701721191
比如	譬如	0.8177346587181091
友善	清新	-0.09621236473321915
胆小鬼	兔子	0
繁荣	泡沫	0.9545932412147522
智力	想象	0.6833097338676453
茶馆	企业	0.5734729170799255
消极	四大皆空	0
爱怜	同病相怜	0
激励	缅怀	0.7783979177474976
灌输	讲解	0.9683768153190613
车辆	行人	0.6999222040176392
偏见	认知	0.9122388958930969
北京市	成都市	0.440226286649704
水果	西红柿	-0.18997757136821747
艺术家	地理学家	0
干涉	管理	0.9007094502449036
管理	托管	0.7541369795799255
书籍	图书馆	0.9856353998184204
框架	组织	0.8554853796958923
炮兵	海军	-0.13140180706977844
学习	上课	-0.07317154109477997
图书馆	文化宫	-0.49405691027641296
欲望	情欲	0
独立	啃老	0
同学	同事	0.8357596397399902
语文	数学	0.7491209506988525
低贱	崇高	0
海域	渤海湾	0.5673007369041443
奖赏	惩罚	-0.2593938112258911
名称	外号	-0.23240305483341217
霸气	气场	0
数据库	信息	0.9496521949768066
波涛	海水	0.6804875135421753
唱	颂	0.6615185737609863
鬼话	谎言	0.9971756339073181
顺应	附和	-0.5226696729660034
较真儿	死板	0.821110725402832
乐观	阳光	0.5032438635826111
羞辱	辱	-0.49007341265678406
赋予	给予	0.9799004197120667
伪善	虚伪	0
在行	熟练	0.22149068117141724
怪异	奇怪	0.21432717144489288
谦卑	谦逊	0
反应	反响	0.21251524984836578
过时	落伍	0.7417299151420593
金钱	钱财	0.6103266477584839
种	栽	0.9836564064025879
对话框	窗口	0
弥补	补偿	0.07033582031726837
财力	精力	0.8233025670051575
功夫	素养	-0.06844969093799591
竞争力	鉴赏力	0.6468609571456909
比赛	团队	0.1586458384990692
企业家	作曲家	0.47365933656692505
素菜	牛肉	0.7302911877632141
报警	报告	0.6016918420791626
残疾	死亡	0.632950484752655
指导	斥责	0
利润	成本	0.8400917649269104
思想	智力	0.9670401215553284
配合	违抗	0.8753776550292969
电话	邮件	-0.1074463278055191
公司	代销店	0
苹果	香蕉	0.7492702603340149
盈利	亏损	0.8192389607429504
公益	善心	0
总理	主席	0.9083698987960815
医生	护士	0.7712790369987488
疼爱	溺爱	0.6483883857727051
新闻界	舆论界	0.7389059066772461
眺望	展望	-0.2685193717479706
发怒	恼羞成怒	0.39116257429122925
执着	倔强	0
牵强	勉强	0.6530449390411377
散伙	离别	0.651612401008606
支柱	骨干	0.9881035089492798
慰劳	犒赏	0
心态	心境	0.8320807218551636
走神	愣	0
诀窍	秘籍	0
成果	果实	0.7054632306098938
恼	怒	0
犹豫	踟蹰不前	0
作用	功能	0.9631760716438293
怜爱	爱怜	0
化肥	化学肥料	0.3630012273788452
物流	顺风	-0.8721349239349365
皮肤	眼睛	0.8082979321479797
印象	大脑	0.8736031651496887
阶层	皇室	-0.6058868765830994
新鲜	空气	0.9450052380561829
法庭	律师	0.7050281167030334
文章	理论	0.1998284012079239
行星	月亮	0.4564163386821747
日记	文章	0.10508178919553757
食物	水果	0.19892340898513794
俗	美	0.6231620907783508
会员卡	会员	0.6819212436676025
欧洲	南美洲	0.9621243476867676
风景	山水	0.8947820663452148
文体	骚体	0
没劲	兴致勃勃	0.9963611960411072
新浪	腾讯	0
服装	裙子	0.7809947729110718
凉快	炎热	0
歌舞	迪斯科	0.0864468365907669
小学生	大中学生	0
汽车	越野车	-0.5298050045967102
团购	购买	0
平台	环境	0.05158161371946335
研讨	争论	0.7175650000572205
演说	说话	0.5810339450836182
虚拟	编造	0.6351760029792786
高风险	风险	0
感动	热泪盈眶	-0.06546405702829361
底薪	工资	0.12733103334903717
扶持	提携	0.7594643235206604
有效	有用	0.9161120057106018
圆满	大功告成	0.18821048736572266
邀请	诚邀	0
破烂	破烂不堪	0
信誉	信用	0.9327820539474487
孤单	寂寞	0.4333793818950653
会见	会晤	0.810968816280365
背地里	背后	0
实质	本质	0.764622151851654
枯萎	凋零	0.5774485468864441
互联网	因特网	0.7647976279258728
课程表	课表	0
洁癖	网瘾	0
讲座	座位	0.7663223147392273
粗鲁	文盲	-0.1790599524974823
女士	白骨精	0
电话	设备	0.30008357763290405
欢迎	迎宾	0
气温	高温	0.6584341526031494
成功	失意	0.6307134032249451
积极	消极	0.9137826561927795
君子	小人	0.7669265866279602
认真	马虎	-0.10101084411144257
北大	清华	0.8928514719009399
国王	女王	0.9133189916610718
商业	工业	0.915740966796875
闺房	卧室	0
削减	裁员	-0.21988724172115326
检验	查	-0.5597506761550903
席位	位置	0.8527190685272217
奖励	记功	0
麻利	灵活	0.39899951219558716
随意	随便	0.427237331867218
奋斗	努力	0.9636313319206238
高兴	兴奋	0.5617018342018127
猜忌	多疑	0.7867519855499268
轻蔑	藐视	0
服气	口服心服	0.1300329715013504
入场券	门票	0.884280264377594
生物钟	地球仪	0
年级	成绩	0.6621833443641663
矩阵	数据	0
杯子	饮料	0.011688276194036007
杯子	实体	-0.8996014595031738
困倦	生病	-0.3921070396900177
政敌	情敌	0
灾区	地震	0.8913663029670715
生日	蛋糕	0.34988588094711304
泡沫	肥皂	0.8550331592559814
电影	导演	0.8783180117607117
学生	老师	0.8736847639083862
自动	手动	0
大学	中专	0.966422975063324
交易	交换	-0.1056843101978302
快乐	欣喜若狂	-0.574569582939148
邪念	非分之想	0
平静	心平气和	0.13407453894615173
任命	委以重任	0
瞎扯	编造	0
相信	信赖	-0.35935690999031067
支部	面部	-0.10492674261331558
正义	人民	0.9831957221031189
转基因	大豆	0
白宫	宿舍	0.663646936416626
解释	分解	0.2015131562948227
自卑感	历史感	0
距离	速度	0.7274177074432373
投资者	收入	0.5828143954277039
网络	硬件	0.9671773314476013
责任	保险	0.8880296945571899
比赛	胜利	0.7348301410675049
亲近感	荣誉感	0
壁橱	衣服	0
无用功	效率	0
课程	学校	0.8830710053443909
学者	学习	0.7638781666755676
超市	食品	0.920102059841156
家属	丈夫	0.7810044288635254
国企	私企	0
勾画	描摹	0
想法	主意	0.6315054893493652
美	靓	0
牢固	坚不可摧	-0.14443983137607574
凌乱	乱七八糟	-0.038472019135951996
工作	干活儿	-0.4857466220855713
恭贺	恭喜	0
拍马屁	谄谀	0
PC	计算机	0.6192541718482971
行	可以	0.9595485329627991
死党	共和党	0
歌剧	工业	0.39981481432914734
轻浮	轻松	-0.4363863170146942
职业	教育	0.9338489770889282
物理	质子	0.8459485769271851
网球	球拍	0.7405421733856201
缓慢	飞快	-0.22157855331897736
人民币	美元	0.49642476439476013
青年	中青年	0.97901850938797
境界	意境	0.8233705759048462
跋扈	骄横	0
弘扬	发扬	0.8555694818496704
恶劣	坏	0.22585774958133698
更加	愈发	-0.024463435634970665
优秀	出众	0.9886519312858582
计算机	新闻	0.8953841924667358
期刊	协会	0.4250325560569763
纸老虎	狮子	0
冷静	荒凉	0.05624828487634659
乡村	故事	0.7353900671005249
出路	山路	0.4046066999435425
能源	危机	0.5262947082519531
房价	面积	0.8051788210868835
龙头	老大	0.7886523604393005
安排	部署	0.8640282154083252
文明	吸烟者	0
