没戏	没辙	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
只管	尽管	0.9450337886810303	-0.0361534059047699	-0.04005177691578865	0.31784042716026306	0.0792473703622818	0.32866719365119934	0.29834821820259094	0.21028852462768555	0.2130330502986908	0.19663265347480774	0.13734818994998932	0.16608844697475433	0.07966788858175278	0.02734905295073986	0.007808721158653498	0.04633473977446556	0.11970896273851395	0.1428782194852829	0.15835271775722504	0.1776667982339859	0.09252417087554932	0.1622779369354248	0.11245092004537582	0.10313094407320023	0.08636364340782166	0.03694015368819237	0.06394463777542114	0.04527023062109947	0.08396746218204498	0.11603274941444397
GDP	生产力	0.9496700167655945	0.7957901358604431	0.636817455291748	0.362949937582016	0.34809044003486633	0.29545947909355164	0.2594975233078003	0.44243866205215454	0.21302945911884308	0.3016694486141205	0.07038156688213348	0.08740866184234619	0.11678359657526016	0.2622586488723755	0.2586876153945923	0.29246604442596436	0.20212754607200623	0.19017137587070465	0.21763929724693298	0.22540205717086792	0.25017499923706055	0.19554995000362396	0.18963280320167542	0.09057048708200455	0.09060842543840408	0.10102640837430954	0.12931790947914124	0.12723253667354584	0.11231056600809097	0.1146024614572525
包袱	段子	0.5337594747543335	-0.11302228271961212	0.027217857539653778	0.027217857539653778	-0.06165006011724472	-0.10529255867004395	-0.10529255867004395	-0.10529255867004395	-0.12327094376087189	-0.13775299489498138	-0.10639519989490509	-0.10020225495100021	-0.10020225495100021	-0.08428599685430527	-0.08486433327198029	-0.08486433327198029	-0.05802243575453758	-0.058026351034641266	-0.05223098024725914	-0.05373302474617958	-0.051519811153411865	-0.050610821694135666	-0.05029670521616936	-0.049564819782972336	-0.0056765442714095116	-0.003969068638980389	-0.006721681449562311	-0.0069459350779652596	-0.029971947893500328	0.17843914031982422
由此	通过	0.9490283131599426	0.3713417649269104	0.15803995728492737	0.11320050805807114	0.11329653859138489	0.11975329369306564	0.14043158292770386	0.09041791409254074	0.08774116635322571	0.09004313498735428	0.01606307551264763	0.049371447414159775	0.07005905359983444	0.0896577313542366	0.060421302914619446	0.0681256651878357	0.06999325752258301	0.07983528077602386	0.14953364431858063	0.1185389831662178	0.1376943290233612	0.1280779242515564	0.05565449595451355	0.019402313977479935	0.07398005574941635	0.10732210427522659	0.10921116173267365	0.10565537214279175	0.06992170959711075	0.09587818384170532
日期	时间	0.901788055896759	0.6555654406547546	0.40545955300331116	0.3770562410354614	0.10110585391521454	0.13472767174243927	0.16092096269130707	0.0026524332351982594	0.1756719946861267	0.16737431287765503	0.20247788727283478	0.15802247822284698	0.14119550585746765	0.1375247985124588	0.08848682045936584	0.11736726760864258	0.02801835536956787	0.021382370963692665	0.06406036019325256	-0.027760062366724014	0.056974008679389954	0.06386047601699829	0.09609901905059814	0.11196679621934891	0.052888404577970505	0.12328624725341797	0.13596974313259125	0.17033728957176208	0.16347502171993256	0.152662456035614
爱面子	好高骛远	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
严厉	严谨	0.8400951027870178	0.8069111704826355	0.6307050585746765	0.6609676480293274	0.6135653853416443	0.4918384552001953	0.4255744218826294	0.2910960912704468	0.25004950165748596	0.22722674906253815	0.21643218398094177	0.12298642098903656	0.06715144962072372	-0.03610718250274658	0.016013363376259804	-0.042213283479213715	-0.0527559258043766	-0.11515497416257858	-0.12693637609481812	-0.0937340036034584	-0.20993466675281525	-0.208240807056427	-0.16984552145004272	-0.15047918260097504	-0.07941614836454391	-0.08384782820940018	-0.08282996714115143	-0.14689278602600098	-0.161319300532341	-0.12859249114990234
一方面	一边	0.47290387749671936	0.5290670394897461	0.06576359272003174	0.12972702085971832	0.18291978538036346	0.14111007750034332	0.1655060201883316	0.07803914695978165	0.14709261059761047	0.026932215318083763	0.13261054456233978	0.033508606255054474	0.10089519619941711	0.06452712416648865	0.0646020844578743	0.009586450643837452	0.04174655303359032	-0.034545861184597015	-0.030267072841525078	-0.029184142127633095	-0.023068390786647797	-0.03302719444036484	-0.047028519213199615	-0.016049843281507492	0.04808426275849342	-0.010785374790430069	-0.03846151754260063	-0.06704966723918915	-0.045641567558050156	-0.09611426293849945
托福	GRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
亏	幸亏	0.25846558809280396	-0.01095648668706417	-0.01095648668706417	0.8994118571281433	0.5230482220649719	0.5230482220649719	0.5230482220649719	0.3601472079753876	0.05508866161108017	0.18974055349826813	0.19716227054595947	0.19394885003566742	0.14442306756973267	0.14442306756973267	0.14442306756973267	0.17597664892673492	0.22274452447891235	0.23073621094226837	-0.010197187773883343	-0.010197187773883343	-0.019538994878530502	-0.013818733394145966	-0.013818733394145966	-0.043312203139066696	0.11821912974119186	0.13055279850959778	0.12981748580932617	0.03419118374586105	0.06584381312131882	0.12540771067142487
蹩脚	差强人意	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
容易	顺利	-0.006715943571180105	0.5713728666305542	0.5947938561439514	0.4781595468521118	0.2458115965127945	0.050815898925065994	-0.0024615416768938303	0.11174504458904266	0.11217907816171646	0.15697257220745087	0.09932999312877655	-0.0049682920798659325	-0.0036594439297914505	0.038074735552072525	0.10444319993257523	0.020513957366347313	0.10292033851146698	0.07280083745718002	0.12122705578804016	0.0382126122713089	0.03606723994016647	0.06460411846637726	0.012897226959466934	0.019113069400191307	0.048857431858778	0.04891887307167053	0.04161393642425537	0.032364197075366974	0.03644291311502457	-0.04283556342124939
悲喜	大悲大喜	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
老气	土气	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
狭隘	狭窄	0.5356591939926147	-0.05321171507239342	0.8693892359733582	0.6703906059265137	0.29984086751937866	0.29984086751937866	0.5741705298423767	0.5758488774299622	0.5758488774299622	0.3529632091522217	0.221450537443161	0.29989612102508545	0.319498747587204	0.319498747587204	0.28817200660705566	0.3772076964378357	0.3772076964378357	0.34404587745666504	0.34404587745666504	0.3500943183898926	0.3584059178829193	0.36930015683174133	0.3687869608402252	0.3546825647354126	0.35484904050827026	0.35484904050827026	0.1642032116651535	0.22379784286022186	0.20200461149215698	0.20200452208518982
