没戏	没辙	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
只管	尽管	0.7166927456855774	0.22034819424152374	0.5540910959243774	0.5906258225440979	0.528957724571228	0.3901764154434204	0.06259779632091522	0.45155802369117737	0.5944520831108093	0.3000528812408447	0.6636005640029907	0.4234708249568939	0.7618592977523804	0.6022166013717651	0.4349841773509979	0.1306527853012085	0.1306527853012085
GDP	生产力	0.9316290616989136	0.31170058250427246	0.33160483837127686	0.548288106918335	0.6033034324645996	0.15234248340129852	0.4420304596424103	0.39373674988746643	0.21384161710739136	0.6687322854995728	0.7926850914955139	0.4287675619125366	0.687320351600647	0.798670768737793	0.5564804077148438	0.30551135540008545	0.30551135540008545
包袱	段子	0.39632248878479004	-0.04109068214893341	0.028415784239768982	0.04621177539229393	-0.01146418135613203	-0.012012121267616749	0.5960355401039124	0.5378596782684326	0.631749153137207	0.6664421558380127	0.7940513491630554	0.5380784869194031	0.8282212615013123	0.6560930013656616	0.4447501599788666	0.3753112256526947	0.3753112256526947
由此	通过	0.9773111343383789	0.2750581204891205	0.2817316949367523	0.36410021781921387	0.45066556334495544	0.1918354034423828	0.42153242230415344	0.21255190670490265	0.3795645534992218	0.6453749537467957	0.550375759601593	0.5919888019561768	0.6112480163574219	0.5595980286598206	0.45642924308776855	0.4022470712661743	0.4022470712661743
日期	时间	-0.16650289297103882	0.3699853718280792	0.5330262780189514	0.2860720157623291	0.39508065581321716	0.39531853795051575	0.12492427974939346	0.4609415531158447	0.3757069408893585	0.6224668622016907	0.3999437987804413	0.47225162386894226	0.733644425868988	0.6486340165138245	0.17658887803554535	0.37606990337371826	0.37606990337371826
爱面子	好高骛远	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
严厉	严谨	0.8913474678993225	0.47762587666511536	0.432515412569046	0.6022821068763733	0.23636087775230408	0.3349429666996002	0.18270154297351837	0.6290592551231384	0.38072293996810913	0.4436506927013397	0.7645940780639648	0.8665487170219421	0.41604140400886536	0.6471126079559326	0.21179206669330597	0.2837102711200714	0.2837102711200714
一方面	一边	0.9878621697425842	0.32380712032318115	0.45464739203453064	0.27683624625205994	0.46374598145484924	0.38191938400268555	0.2655414044857025	0.22676394879817963	0.29162561893463135	0.3393990695476532	0.3935355842113495	0.621190071105957	0.617550253868103	0.43988940119743347	0.4543074071407318	0.26707959175109863	0.26707959175109863
托福	GRE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
亏	幸亏	-0.32316768169403076	-0.004815542139112949	0.46218013763427734	0.46999672055244446	0.233333557844162	0.4632183015346527	0.1991196572780609	0.14911194145679474	0.5858371257781982	0.637006938457489	0.592676043510437	0.920129656791687	0.5947332978248596	0.6161555647850037	0.33489376306533813	0.6676481366157532	0.6676481366157532
蹩脚	差强人意	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
容易	顺利	0.9482414126396179	0.41802141070365906	0.49218469858169556	0.4864201247692108	0.45199161767959595	0.3375994861125946	0.31343621015548706	0.23241518437862396	0.4290202558040619	0.5067912936210632	0.4623470902442932	0.5819829702377319	0.4814678728580475	0.5504816770553589	0.45066580176353455	0.2787361741065979	0.2787361741065979
悲喜	大悲大喜	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
老气	土气	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
